Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-zw.fhir.ig.core.json	2340	-	0	0	0	0	0	0	11	78	0	0	0	0	0	0	0	0	0	0	72	55	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ZWPatientIdentifier.json	2567	22	0	119	0	0	0	0	1	144	0	0	1	0	0	0	0	2	0	0	280	1068	0	0	0	28	1	2
fsh-generated/resources/StructureDefinition-citizenship.json	2750	23	0	31	1	0	0	0	0	447	0	0	0	0	0	0	0	1	0	0	122	229	0	1	0	8	0	0
fsh-generated/resources/StructureDefinition-zw-patient.json	1500	24	0	102	0	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	128	302	0	0	0	16	0	0
fsh-generated/resources/ValueSet-ZimGender.json	645	18	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	14	451	0	0	0	1	0	0
/fsh-generated/includes/fsh-link-references.md	207	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1236	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/data/features.yaml	84	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/downloads.md	963	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	752	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	3280	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
